epsilon approx query
0.9 3.099997411482036 0.85
0.89 3.099997411482036 0.85
0.88 3.099997411482036 0.85
0.87 3.099997411482036 0.85
0.86 3.099997411482036 0.85
0.85 3.099997411482036 0.85
0.84 3.099997411482036 0.85
0.83 3.099997411482036 0.85
0.82 3.099997411482036 0.85
0.8099999999999999 3.099997411482036 0.85
0.7999999999999999 3.099997411482036 0.85
0.7899999999999999 3.099997411482036 0.85
0.7799999999999999 3.099997411482036 0.85
0.7699999999999999 3.099997411482036 0.85
0.7599999999999999 3.099997411482036 0.85
0.7499999999999999 3.099997411482036 0.85
0.7399999999999999 3.099997411482036 0.85
0.7299999999999999 3.099997411482036 0.85
0.7199999999999999 3.099997411482036 0.85
0.7099999999999999 3.099997411482036 0.85
0.6999999999999998 3.099997411482036 0.85
0.6899999999999998 3.099997411482036 0.85
0.6799999999999998 3.099997411482036 0.85
0.6699999999999998 3.099997411482036 0.85
0.6599999999999998 3.099997411482036 0.85
0.6499999999999998 3.099997411482036 0.85
0.6399999999999998 3.099997411482036 0.85
0.6299999999999998 3.099997411482036 0.85
0.6199999999999998 3.099997411482036 0.85
0.6099999999999998 3.099997411482036 0.85
0.5999999999999998 3.099997411482036 1.36
0.5899999999999997 3.099997411482036 1.36
0.5799999999999997 3.099997411482036 1.36
0.5699999999999997 3.099997411482036 1.36
0.5599999999999997 3.099997411482036 1.36
0.5499999999999997 3.099997411482036 1.36
0.5399999999999997 3.099997411482036 1.36
0.5299999999999997 3.099997411482036 1.36
0.5199999999999997 3.099997411482036 1.36
0.5099999999999997 1.7680024029687047 1.768
0.49999999999999967 1.7680024029687047 1.768
0.48999999999999966 1.7680024029687047 1.768
0.47999999999999965 1.7680024029687047 1.768
0.46999999999999964 1.7680024029687047 1.768
0.45999999999999963 1.7680024029687047 1.768
0.4499999999999996 1.7680024029687047 1.768
0.4399999999999996 1.7680024029687047 1.768
0.4299999999999996 1.7680024029687047 1.768
0.4199999999999996 1.7680024029687047 1.768
0.4099999999999996 1.7680024029687047 1.768
0.3999999999999996 2.094401861540973 2.0944000000000003
0.38999999999999957 2.094401861540973 2.0944000000000003
0.37999999999999956 2.094401861540973 2.0944000000000003
0.36999999999999955 2.094401861540973 2.0944000000000003
0.35999999999999954 2.094401861540973 2.0944000000000003
0.34999999999999953 2.094401861540973 2.0944000000000003
0.3399999999999995 2.094401861540973 2.0944000000000003
0.3299999999999995 2.094401861540973 2.0944000000000003
0.3199999999999995 2.355521428398788 2.3555200000000003
0.3099999999999995 2.355521428398788 2.3555200000000003
0.2999999999999995 2.355521428398788 2.3555200000000003
0.2899999999999995 2.355521428398788 2.3555200000000003
0.27999999999999947 2.355521428398788 2.3555200000000003
0.26999999999999946 2.355521428398788 2.3555200000000003
0.25999999999999945 2.56441708188504 2.5644160000000005
0.24999999999999944 2.56441708188504 2.5644160000000005
0.23999999999999944 2.56441708188504 2.5644160000000005
0.22999999999999943 2.56441708188504 2.5644160000000005
0.21999999999999942 2.56441708188504 2.5644160000000005
0.2099999999999994 2.56441708188504 2.5644160000000005
0.1999999999999994 2.7315312763676047 2.7315328
0.1899999999999994 2.7315312763676047 2.7315328
0.17999999999999938 2.7315312763676047 2.7315328
0.16999999999999937 2.7315312763676047 2.7315328
0.15999999999999936 2.865228452719748 2.8652262400000006
0.14999999999999936 2.865228452719748 2.8652262400000006
0.13999999999999935 2.865228452719748 2.8652262400000006
0.12999999999999934 2.972179208882153 2.9721809920000006
0.11999999999999933 2.972179208882153 2.9721809920000006
0.10999999999999932 2.972179208882153 2.9721809920000006
0.09999999999999931 3.05774447042495 3.057744793600001
0.0899999999999993 3.05774447042495 3.057744793600001
0.0799999999999993 3.099997411482036 3.1000000000000005
0.06999999999999929 3.099997411482036 3.1000000000000005
0.059999999999999276 3.099997411482036 3.099999999999999
0.04999999999999927 3.099997411482036 3.1000000000007586
0.03999999999999926 3.099997411482036 3.1000000000013443
0.02999999999999925 3.099997411482036 3.1000000000029533
0.01999999999999924 3.099997411482036 3.100000000000436
